text,sentiment
"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Then puts me on way earlier flight I might miss now. Thanks AA!",negative
@USAirways @AmericanAir we are missing our connection due to delay out of LAS. What are we supposed to do now?,negative
@AmericanAir SFO. Natt (the agent who helped me) really did an awesome job.,positive
"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst",negative
@SouthwestAir Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy,neutral
"@united here I was thinking how I could say so many nice things after getting upgraded, but then you delayed my flight... It's ok!",negative
@SouthwestAir @DeltaPoints hey at least you guys are honest with your customers unlike @Delta,positive
@JetBlue are @AskAmex Amex Plat holders provided access or a credit in the Airspace Lounge in JKF?,neutral
@USAirways telling a man theres NO FLIGHTS for the next 10 hrs!!! NO standby! NOTHING! NO OPTIONS! trying to get to sick child! #FireVan!,negative
@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!,positive
@united refreshes my browser right before checkout.error load message. Ticket price increased $358 in a matter of sec. DoUNotWantMyBusiness?,negative
@JetBlue Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,positive
@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,negative
@united website says my flight is on time. It leaves in 15 min and nobody has boarded yet. #pathetic #needtobehonest,negative
"@AmericanAir yep,filed a claim at Heathrow yesterday. We were promised a call this morning with an update, but got nothing.",negative
@united well perhaps you could highlight where that is stated.  We travel between Canada &amp; USA on United with only Nexus,negative
"@united ""We like hearing from you."" So why haven't you replied to my tweet and/or email yet? https://t.co/caf2cx3gfi",negative
@JetBlue looking to for low rates bos to Vegas in Late Flight June for 3 kids and myself for a sporting event. Any deals or breaks,neutral
@USAirways thanks for making me check my bag when the space was empty and to the flight attendant for the dirty look http://t.co/9rx5HOmM25,negative
@AmericanAir Please help AA 2258 Monday Cancelled Flightled.  Can you advise on reFlight Booking Problems / refund.  Have children and need to make plans now,neutral
"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation.",negative
"@SouthwestAir we desparately need yall to make a nonstop BNA-&gt; TUL! Cmon it'll be popular. _��� (right, @annebevi @PaulBev1  @MikeAbramson??)",neutral
@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm,negative
@united Why do I still not have my bags? They arrived @10AM &amp;website says they're still at the airport..2 1/2 hours Late Flightr???!! #nothappy,negative
@SouthwestAir Flight 3111 (N614SW) departs @MCO enroute to Indianapolis International Airport http://t.co/qefKFWZo7d,neutral
"@USAirways check in at St. Louis is so rude, even the TSA is nicer than them.",negative
@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,positive
@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Times Colonist http://t.co/NzDXRvszWv,neutral
"@SouthwestAir woohoo that just made my day. I looked and just couldn't find that, thank you!",positive
@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!,negative
@USAirways being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here,negative
@USAirways thank you!!,positive
"@united getting ready to book a flight to San Juan. Was wondering, Does United waive baggage fees for military personnel. Thanks.",neutral
@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl.,positive
@united Could this email be resent as it doesnt appear to have arrived.,negative
"@JetBlue ok, tx. Will tell the guy sitting next to me at the gate",neutral
"@AmericanAir followed. I tried to @USAirways record locator number, gave me an error code",negative
@united thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?,negative
"@United - In case you're reading this, UA230, right now, 7D. So many oversized carryons taking up too much room. Enforce your rules.",negative
@united I flew United last month and the experience was AWESOME!,positive
@SouthwestAir iiiii need help with my flight schedule!!! haha,neutral
"@JetBlue this is awful! flight out of jfk for our honeymoon is delayed AGAIN until 1225 AM, and we lost money on a hotel now! #delayforwhat?",negative
"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26",negative
@USAirways I did at 7 pm! Still no bag..,negative
"THE END: RT @USAirways: Reminder: From 2/28, we�۪ll be tweeting from @AmericanAir. You should join us: http://t.co/NBpCJCpEW9",neutral
"@JetBlue traveling w/ a rifle for a hunting trip, can a pistol be in the same large rifle case too? Wasn't clear in freq asked questions",neutral
@SouthwestAir MAC computer left on BWI to LA flight on 14th.  Reward for recovery; info important to owner.#HELP #passengers #honesty,neutral
@AmericanAir This is getting a bit ridiculous when and you have made me miss 2 full days off work and had to pay for cabs back and forth,negative
@AmericanAir 24 hours on the AirPort,negative
@jetblue How long ago can a trip have taken place for me to still get credit if I didn't apply my TrueBlue # when I booked?,neutral
@united THANK YOU!,positive
@JetBlue quick ? Why is a person traveling w  a mosaic not get the green tag? Doesn't make sense I end up waitin 4 my sons bag anyway :/,negative
"@JetBlue don't worry, I'm gonna share with my row! _��",neutral
@VirginAmerica @madbee95 check the website before you go to the airport!,neutral
@united searched for mileage tickets to BOM couldn't find a single one is saver awards - I see how you play.  Earn miles but can't use them.,negative
@united what gate is ua5396 leaving from?,neutral
@AmericanAir flight home Cancelled Flightled today.  Any way we can get another flight to NYC from Texas? 4 hour wait for a call back from airline,negative
@united #epicfail on #CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to de-icing delay,negative
"@united Hi JH, my experience with United has been entirely disgusting but yes, I'd like assistance in getting compensated for my bag.",negative
"@AmericanAir and even worse, by the time you responded to my tweets I took two flights over five hours. And that was the quickest response!",negative
@united is there an email address I can reach? Too long for a DM.,neutral
@USAirways. On phone hold for 30+ mins trying to speak to an agent. Can't change reservation online. Sigh. #badcustomerexperience,negative
@USAirways thanks very much! I got thru on the phone &amp; everything is fine. Just love the website &amp; app ! Thanks for working on it!,positive
@USAirways I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? _٪�,neutral
@JetBlue Then en route to the airport the rebooked ticket was refunded.,positive
"@JetBlue I called jet blue to get an explanation, and make sure it would not happen in the future. I was told to write the fraud dept.",negative
@united the flt TO ORD is correct.  Per my DM- it is the flight from ORD to CVG I was charged for incorrectly,negative
